Step,Link,Average Link Speed,Average Link Occupancy,Average Running Vehicles,Average Halting Vehicles,Average CO Emission,Average CO2 Emission,Average HC Emission,Average PMx Emission,Average NOx Emission,Average Fuel Consumption
9051 - 9100,gneE45,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9051 - 9100,gneE45-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9051 - 9100,gneE47,0.809813976341282,0.19324826736920958,18.2,12.82,2046.9953530459027,36349.61770230622,10.172575602762048,0.8706016886359706,16.454886323420634,15.626057844545855
9051 - 9100,gneE47-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9051 - 9100,gneE48,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9051 - 9100,gneE48-n,2.7776917321439716,0.1192893908260617,11.26,7.04,1099.1565607111847,22897.85541454955,5.541023931594279,0.5141715589848403,10.116059088518437,9.843275516824553
9051 - 9100,gneE49,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9051 - 9100,gneE49-n,13.18601102564412,0.015018825501415405,0.76,0.0,11.31266530407115,1207.2048441526792,0.07928581962537723,0.016471974182985502,0.4556059529558575,0.5189276247834581
9051 - 9100,gneE51,6.365243353768067,0.08898835447213457,4.72,0.46,188.57401180578967,10345.315076429366,1.1006424122712841,0.1800617282017314,4.199517291547304,4.447039105984323
9051 - 9100,gneE52,5.476511558997162,0.21876539769722875,11.4,5.08,1018.2563687285895,28162.6635137496,5.298972852744782,0.5973111379593873,12.244079011125773,12.10626381747681
9051 - 9100,gneE53,13.504989168286652,0.019005729899105234,1.02,0.0,22.6764572026276,2089.197992729503,0.1523147959960834,0.034253040543133675,0.8270339652411052,0.8980538631209036
9051 - 9100,gneE53-n,9.46871789398267,0.0547631583134277,2.92,1.34,164.5136852156883,5726.727114091348,0.8839481092775264,0.11383431882255154,2.4192508484766826,2.4617215084777997
9051 - 9100,gneE54,3.446011670696998,0.059765051387500746,5.64,3.72,536.0163302050365,11310.455633955004,2.7033397242223973,0.24837316819943311,4.921755464935087,4.862118052372832
9051 - 9100,gneE54-n,6.302586464787996,0.0393148546793253,3.7,1.32,235.7871077842281,8866.441652410156,1.2818148191523953,0.16942353904003427,3.6925332148952172,3.8113711415437344
9051 - 9100,gneE55,5.82836979995032,0.04182842811111713,3.96,1.74,296.7650472741541,8787.258532504226,1.5568317766094597,0.1747071980949807,3.7146229278781697,3.77737553902333
9051 - 9100,gneE55-n,0.9991492967444554,0.0820874535787502,7.74,7.0,1124.3668823298244,18811.8349324495,5.560766982440323,0.45937015851872043,8.537299837096441,8.086921016034122
9051 - 9100,gneE56,7.799918488916425,0.012112255897359838,0.64,0.36,41.346218200376796,919.1448003910358,0.20970979654801197,0.01946098077662518,0.39425722346818337,0.39511964020418994
9051 - 9100,gneE56-n,13.91180106842473,0.0037603977677138647,0.18,0.0,2.1035228754247126,372.2201604519915,0.018169544660239217,0.004746154554608731,0.13505275421649496,0.16000177616923822
9051 - 9100,gneE57,6.244683300286077,0.16654872531276232,8.68,2.9,567.9438122730448,18943.33372973085,3.0302847329281497,0.37840167174565537,8.06977964443282,8.143094244979027
9051 - 9100,gneE58,4.950702061475408,0.10747632087771,5.66,1.9,501.68383892087763,16620.814997632286,2.674655385905161,0.332105364205459,7.062444166163937,7.144727250378135
9051 - 9100,gneE59,5.726094760811826,0.14941173784619577,7.8,4.8,816.335747361915,18500.656294986202,4.1523290099492955,0.41430900061108633,8.164012982629766,7.952958598167717
9051 - 9100,gneE60,5.317050207309439,0.09520326135905481,4.9,1.88,411.11951969239163,12415.750558915746,2.161604355451678,0.2465203125952886,5.25452440084859,5.337146530953969
9051 - 9100,gneE61,11.262747367584648,0.06882500385708522,3.64,0.86,82.70874602463029,5507.111636045671,0.5056464302028114,0.09285018095013362,2.201582181598176,2.367279041668056
9051 - 9100,gneE62,6.513011196027391,0.13148311222661935,6.88,3.16,582.5721547144976,15355.320616363964,3.0134977868313872,0.3281011994568128,6.692136339455701,6.600800247065394
9051 - 9100,gneE63,12.81194427312962,0.0727224942325559,29.04,0.0,593.2438462468347,62835.396364734064,4.145771378349654,0.9221355019243697,24.011524143876397,27.01026259684035
9051 - 9100,gneE63-n,10.607205087939384,0.08095180683536837,32.12,0.5,1047.8291808094793,73202.52756211278,6.47484902017435,1.1847297201584694,29.116598018251583,31.46674595048957
9051 - 9100,gneE64,12.32177620605322,0.057909221943747584,23.1,0.0,531.2597315449219,52106.33132177454,3.626709033203369,0.7786583111888689,20.105051557898527,22.39829757183531
9051 - 9100,gneE64-n,10.39925811247984,0.07690756305821399,30.54,0.42,1058.102425467698,70088.75666660584,6.452476259110602,1.1684628837345994,28.164195852358716,30.128252165440006
9051 - 9100,gneE65,13.032412720693353,0.05256163176179845,21.02,0.0,419.02787534718334,46025.59282327972,2.961286891575132,0.6744492033482211,17.536941285827623,19.78443529443033
9051 - 9100,gneE65-n,2.6033648083955745,0.3161454399865303,125.84,24.12,8756.421948650906,204314.57474450622,44.62997619866056,4.339400408455254,89.0803937351863,87.82969812078255
9051 - 9100,gneE66,12.91025056493935,0.06220938617341369,24.9,0.0,513.5670608352168,55020.37502736931,3.605825105596352,0.8101872802760552,21.01618498130823,23.650911347608798
9051 - 9100,gneE66-n,9.950473136318683,0.07971404905402932,31.72,1.48,1070.8349589056415,67761.57334809366,6.448404079525581,1.1121687805861742,27.104602623990985,29.1279607797895
9101 - 9150,gneE32,5.418794855626097,0.18818848871874516,14.44,0.44,671.0215589019256,23761.873931862447,3.608612207551076,0.44892507417894373,10.032118878215476,10.214416774149742
9101 - 9150,gneE33,8.503515329867005,0.1833644412613567,10.16,0.0,427.6982667562757,21686.079567442852,2.4521605831586606,0.3747416267097329,8.867871957986623,9.322005613673662
9101 - 9150,gneE34,5.774354329068964,0.14744711741066396,11.2,4.38,1069.3380639977195,31900.875700817844,5.618045032671733,0.654980320800872,13.697445601034598,13.713170764337415
9101 - 9150,gneE35,6.676781076614179,0.1184998020799428,9.08,0.96,407.79716032299643,15716.27245567705,2.2238888850248286,0.2940479050115604,6.576862798250093,6.7558656422885495
9101 - 9150,gneE36,11.565957479495815,0.08210792869622421,4.46,0.0,133.6368504949699,9691.07877247035,0.8322606794477633,0.14760748089680734,3.7918767086517566,4.1658049170077005
9101 - 9150,gneE37,8.123261217683138,0.046364101490712184,3.58,0.32,160.79382668653244,9714.19685521567,0.9584401595975094,0.16344866675096933,3.902075685433995,4.175741607163449
9101 - 9150,gneE38,7.147544008678962,0.13843874426201336,10.58,0.82,398.6599402167766,17902.71419828388,2.232831328046118,0.3213386365435722,7.371959458487212,7.695706749887485
9101 - 9150,gneE39,11.558872518718482,0.11727408486499714,6.4,0.0,204.4411717303647,15520.360959901423,1.2936946079482796,0.26132571127016285,6.248346660970153,6.671530945383705
9101 - 9150,gneE40,8.478809988849543,0.1233877367250585,9.46,3.26,540.1636960197043,21076.300576147838,2.953553180573124,0.40357260010335927,8.774934297017793,9.059941488382265
9101 - 9150,gneE41,7.32233528555406,0.15191991123257367,11.62,0.64,457.09515539043286,16715.94273636277,2.4705911548546116,0.30686095671871366,6.908678573762325,7.185622321341069
9101 - 9150,gneE42,11.512705046354776,0.16590405832038918,9.02,0.0,300.66755681510955,23164.289871167526,1.9085541833885566,0.3852087796107801,9.285038077024161,9.95732919452713
9101 - 9150,gneE44,7.739744860488654,0.12766131692467458,9.7,3.8,865.9115295234849,27267.350892819515,4.580990569342474,0.5472075191918114,11.565213501768781,11.721350116535403
9101 - 9150,gneE45,12.80615524347761,0.017543820955519263,0.92,0.0,32.28438984935399,2515.874254157237,0.2056185591619572,0.04038031638456808,0.9999397169673567,1.081467710034509
9101 - 9150,gneE45-n,13.512044164967417,0.01956362704731827,1.04,0.0,15.142563645389584,1927.698226719263,0.1132825593647988,0.02689931898939131,0.7221875878334706,0.8286355228900248
9101 - 9150,gneE47,0.3522570826619328,0.20408238813828877,19.24,18.38,2926.4120597898423,47415.798865775774,14.438392959212932,1.1815141442266188,21.68598781180728,20.383370396970573
9101 - 9150,gneE47-n,12.55568768280643,0.023628317078729352,2.2,0.0,65.59384641990063,5784.573707373498,0.4335663843783669,0.09420155641410076,2.2877901434124155,2.4865355601539054
9101 - 9150,gneE48,13.04348794497894,0.019558333443741784,1.84,0.0,57.30659199114722,5156.1254266500855,0.38014158716634094,0.0817739555509069,2.0242265222079308,2.2163954162240227
9101 - 9150,gneE48-n,0.23104446526177636,0.1243366595928968,11.7,11.4,1886.1077227723172,30444.405438320755,9.302816353159411,0.7590955396397822,13.931075809136589,13.087617263458066
9101 - 9150,gneE49,13.570911709794869,0.018882960389320476,1.0,0.0,16.06019802088479,2046.7681754296837,0.1191873709769094,0.027366408893446822,0.7598849982000944,0.8798202123812783
9101 - 9150,gneE49-n,12.571986217021198,0.007282642917272749,0.38,0.0,11.402839076394589,854.0959035052281,0.07149602969662638,0.012048229270799954,0.3281101401017034,0.36714260993395037
9101 - 9150,gneE51,5.804876368973541,0.052367393568418824,2.68,0.88,152.44955493243907,4848.622166447346,0.8069101148948696,0.09145779368034081,2.021580666125428,2.0842728771427432
9101 - 9150,gneE52,9.21117100515746,0.07589866264240859,4.04,1.2,171.8908860703699,7926.077920536111,0.9686133688497286,0.14437025475923984,3.2523904983314087,3.407119702998021
9101 - 9150,gneE53,13.641800552581138,0.022177037646670374,1.12,0.0,45.86912029572909,3915.1755151032808,0.3011048962718414,0.06833456051459437,1.5770013090858404,1.6829573265223559
9101 - 9150,gneE53-n,8.060963883521318,0.05597716291486607,2.9,2.04,398.7437992028533,8809.263155743292,2.0231826192603806,0.20001396592100332,3.8995117286389815,3.7868817340217835
9101 - 9150,gneE54,4.29954071562984,0.04856430119051221,4.6,2.4,465.91644639665793,10882.729615598344,2.3756678590865388,0.23283390248548735,4.708534897658223,4.678213656909862
9101 - 9150,gneE54-n,8.706155431206543,0.01138771512171759,1.02,0.98,167.0562952067074,2703.8935397415403,0.82415931553423,0.06749534665034296,1.2385258427658592,1.162364821916164
9101 - 9150,gneE55,8.70361387473396,0.015561455322777123,1.4,1.32,228.59287300696252,3721.272005707691,1.1282281223041448,0.09261695347724512,1.7031868008173834,1.5997203913785603
9101 - 9150,gneE55-n,0.9126052955190486,0.04345294459261209,4.04,3.06,540.476642244004,9785.428446940481,2.69034393471764,0.23298004588338775,4.422110810944046,4.206575568356289
9101 - 9150,gneE56,8.422245022459204,0.024653255372485257,1.32,0.32,94.12069722228529,3688.2324252254,0.5148779042869457,0.06925557055207314,1.5397252679623585,1.5854385491094127
9101 - 9150,gneE56-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9101 - 9150,gneE57,8.804035700112472,0.039819173260928584,2.1,0.72,101.9053993237985,3961.7043410897836,0.556847154936214,0.07543566138482494,1.6475968606291906,1.7029947010349564
9101 - 9150,gneE58,4.943791479219583,0.06695800694948885,3.5,1.22,217.0209090702938,7055.201809991257,1.1523331171107078,0.13336831453069503,2.950648611546863,3.0328079919718762
9101 - 9150,gneE59,6.449722405022926,0.1613097054175556,8.5,3.76,583.6972310407291,16568.379839763256,3.0467101589377847,0.3458949933327554,7.122927822011419,7.122237248223678
9101 - 9150,gneE60,6.807032690143344,0.05748923302203966,3.02,1.34,185.56504539308455,5566.063584869562,0.9744557194140058,0.10767071939300367,2.3063079525447203,2.3926869097214767
9101 - 9150,gneE61,7.1302152780429955,0.09287691126737903,4.78,3.8,604.0431864368811,11279.64004839998,3.015429985032182,0.2689327374141461,5.101659907709204,4.848892634625301
9101 - 9150,gneE62,7.374559938626669,0.1369853093929551,7.22,2.46,355.73972189925377,10729.616574336365,1.8715609596316258,0.21881489126294976,4.604332944466158,4.612318754375672
9101 - 9150,gneE63,12.736265278769908,0.07233194756276289,28.86,0.0,540.0538535871385,60128.259806968235,3.8424530272110915,0.8591101169253824,22.80189164657163,25.846595154966277
9101 - 9150,gneE63-n,10.137734134209705,0.08461478078324493,33.56,1.7,1345.0675441557378,78204.31154077285,7.936256468255115,1.3261027600924207,31.45158924540256,33.61690929649407
9101 - 9150,gneE64,12.960844675222583,0.058432327963599116,23.3,0.0,431.41168429043205,49118.00537459475,3.092500214006541,0.6997949718196405,18.573963080224424,21.11375094825624
9101 - 9150,gneE64-n,9.928544437510883,0.08795254064619794,34.96,0.52,1359.6499217511548,81978.6783368706,8.097832028638335,1.3783056764901007,32.97799209597016,35.23932677527318
9101 - 9150,gneE65,12.891966502589623,0.05690090779973287,22.76,0.0,443.7574960166276,48689.10620894269,3.1417357731308995,0.7064862193477527,18.529085761712214,20.92937624605809
9101 - 9150,gneE65-n,2.4218936035434684,0.3171692698992374,126.14,22.22,8963.212701540566,203960.82767021298,45.563779090030074,4.36318237858972,89.08592193057092,87.6777777776908
9101 - 9150,gneE66,12.583793367011877,0.07108290289851045,28.34,0.0,581.9675739461007,60787.75627334541,4.052876071535622,0.8915116636833668,23.265810438540647,26.13007405104734
9101 - 9150,gneE66-n,7.449947702725234,0.10698613342028633,42.52,8.8,2453.891774739443,94935.0438111251,13.388850301978023,1.7706696026854813,39.462037219921015,40.80921684515343
9151 - 9200,gneE32,4.436482422215567,0.19556685109250424,14.96,0.12,1054.1727852341887,31395.178239347642,5.532219585508521,0.6268679357281157,13.481786517055214,13.495804114466615
9151 - 9200,gneE33,10.383070336599912,0.09933361935519214,5.4,0.0,172.6117855910231,12184.631615867575,1.0706095218019112,0.2050059558788453,4.909144440550897,5.237655541002315
9151 - 9200,gneE34,5.019310093162394,0.1299435563394362,10.02,5.76,875.1831320279545,22091.184573467905,4.502544886195321,0.47021756393346714,9.552087420406838,9.496390781510177
9151 - 9200,gneE35,7.565684234748054,0.08835650138993928,6.68,0.02,359.977382893736,14009.445485955534,1.9647441229339764,0.25388551641103396,5.81357179842202,6.022170651313939
9151 - 9200,gneE36,10.669705787219321,0.1076503574318484,5.92,0.02,239.81037972733714,15984.541051809345,1.4650859690318017,0.27393704960098,6.487252575116832,6.871077332100885
9151 - 9200,gneE37,4.878363738535188,0.1438425601225009,11.02,5.52,804.733527941999,21687.569103282898,4.172785633734344,0.4547723305353098,9.352297327886514,9.32284959757911
9151 - 9200,gneE38,6.358092140031398,0.12488344262897173,9.5,0.94,643.0097877016195,22178.38796882408,3.4486813937294674,0.44219712798579835,9.47915970718157,9.53371275922308
9151 - 9200,gneE39,11.957792225384043,0.12302541553868056,6.76,0.0,182.86909991178226,15649.758428407204,1.195161281729642,0.24561759870155883,6.151874171441625,6.727163956595807
9151 - 9200,gneE40,7.237595433209711,0.18745817500526316,14.2,5.44,1206.037844411343,39263.646761415,6.413012072270923,0.7971412649778769,16.781993004805305,16.878112687034704
9151 - 9200,gneE41,7.556578866435199,0.14263390415496496,10.8,0.56,663.1949770309736,22766.526797138293,3.5523943974626273,0.4444127309651828,9.659573387181014,9.786551218649741
9151 - 9200,gneE42,12.013961283012867,0.10885118904912933,5.94,0.0,194.33647425631335,15578.146139018287,1.2504956943987224,0.2616799637986892,6.250445366326729,6.696363914824037
9151 - 9200,gneE44,5.223632856355497,0.1149021519050372,8.84,4.94,730.1762628245335,18299.725077632043,3.7538091498669757,0.3877447409737098,7.904598819017458,7.866553920832794
9151 - 9200,gneE45,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9151 - 9200,gneE45-n,1.9769267688327972,0.019005625665196917,1.0,0.78,115.43453660689772,2083.738948577902,0.5744033093537739,0.049046468533749055,0.9335495413232039,0.8957626404546661
9151 - 9200,gneE47,0.8050643312227705,0.20248464504412605,19.04,13.92,2417.990253958336,42488.30477163735,12.006472281882347,1.0248986140812875,19.272256279765816,18.264982284774455
9151 - 9200,gneE47-n,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9151 - 9200,gneE48,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9151 - 9200,gneE48-n,1.374591596742203,0.10070661081736726,9.48,6.98,1163.708605188801,21711.53164297108,5.808985293336742,0.517449068473824,9.806609668462151,9.333357522849942
9151 - 9200,gneE49,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9151 - 9200,gneE49-n,4.206322337224859,0.018869916266232765,0.98,0.64,91.8913924702131,1808.4828153814829,0.4607558601082195,0.0409486161145986,0.7959625534578169,0.7774306539623268
9151 - 9200,gneE51,9.423884719727852,0.10416801347073285,5.38,0.32,189.788553323093,12715.419777071005,1.1615784532397742,0.21676995326529525,5.135904755671049,5.46582332574231
9151 - 9200,gneE52,8.610780697758253,0.13631951157625635,7.08,2.4,549.7389948753436,17908.615260622497,2.924209569745272,0.3661179227450898,7.696202413924735,7.698300810026877
9151 - 9200,gneE53,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9151 - 9200,gneE53-n,8.130513047968684,0.06793879047757842,3.66,1.62,269.2905555197045,8494.105244955395,1.4269730165601018,0.1786340796184046,3.6747396340247374,3.6513257126024232
9151 - 9200,gneE54,0.7931736667515733,0.08083968019385322,7.6,6.94,1038.736197988217,16913.407563035704,5.126843013368353,0.4214751187628186,7.7319571726805165,7.270826714670968
9151 - 9200,gneE54-n,10.865948883877826,0.0329326162912526,3.16,0.62,126.1698800157056,7186.516392728047,0.7436031302405659,0.1289848099400353,2.9300138205945414,3.0891884924400244
9151 - 9200,gneE55,11.053451880147465,0.031718125609490506,3.02,0.6,88.12707458106148,6026.650325177515,0.5421413426723138,0.10011635653115851,2.3960942239665384,2.5906077651262307
9151 - 9200,gneE55-n,0.0,0.03183361629881155,3.0,3.0,494.33333333333314,7874.16666666667,2.4358333333333344,0.19791666666666663,3.613333333333334,3.384995507637019
9151 - 9200,gneE56,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9151 - 9200,gneE56-n,3.827160384551017,0.017485175611981162,0.92,0.66,93.5157187569749,1891.4654892022268,0.47005285023653465,0.04232752955359675,0.8308736408670842,0.8131016258134908
9151 - 9200,gneE57,10.002770574607084,0.0502730532748856,2.62,0.6,165.62013013249845,6828.486094215329,0.9134725035055992,0.12430542769578948,2.806493632502728,2.9353212413337557
9151 - 9200,gneE58,9.66981033329829,0.0530329849681461,2.7,0.36,133.6709699200078,6702.621224748483,0.7660337423568581,0.12055317406351751,2.736632459635706,2.8811949065789846
9151 - 9200,gneE59,8.40368094494129,0.12201701834423515,6.4,2.76,625.9028866386295,18224.62068016633,3.277725432672568,0.37569176654205066,7.814365794413931,7.834196800697051
9151 - 9200,gneE60,9.482736774239152,0.08808045103347563,4.52,0.56,208.57823332869765,10681.234649641283,1.1990004298255033,0.1896300850228623,4.348397267630674,4.5914447508102105
9151 - 9200,gneE61,7.897489384779889,0.15475986791584972,8.16,4.5,494.21949130481465,12977.86642801134,2.554334610206322,0.2687231081335969,5.553055676804764,5.578822326063988
9151 - 9200,gneE62,7.350565682751152,0.16781066365646155,8.7,2.48,764.5648348878358,21731.6844011088,3.9916471784033267,0.4548260897917673,9.43312178209135,9.341772123193083
9151 - 9200,gneE63,12.923512371733663,0.07020112092200011,28.06,0.0,569.6974419852262,62280.18628379329,4.027748034788499,0.9115336326138539,23.7530862333171,26.77159293636102
9151 - 9200,gneE63-n,9.721396741837374,0.08274161013553298,32.88,2.96,1301.2220753700965,70880.2544621742,7.5753201403329005,1.2048182897638975,28.52172500738901,30.468657848829647
9151 - 9200,gneE64,12.570296327307124,0.054559084214306955,21.84,0.0,455.3259507882037,47214.48297684966,3.163110267019474,0.6929928053183972,18.071410554781277,20.295502793803145
9151 - 9200,gneE64-n,9.737520466290436,0.08646131705196616,34.34,3.32,1385.2217430654905,74063.30815443651,8.029655330887561,1.274940818037355,29.827913873512102,31.836932985220052
9151 - 9200,gneE65,12.63274482496162,0.062349131006392916,24.84,0.0,511.9099307262661,53735.24908927407,3.5736344387499672,0.7941581034275333,20.608700287679316,23.09848930564621
9151 - 9200,gneE65-n,2.974038629456327,0.3124030345692385,124.36,20.52,8310.942128553048,197090.68323169698,42.42538051376896,4.115848214426049,85.33438639886201,84.72433448447671
9151 - 9200,gneE66,12.773270426773578,0.06885588748035242,27.52,0.0,542.2799905735476,59801.18084117614,3.8404448649194562,0.8578622477412904,22.69860757023253,25.70599610047988
9151 - 9200,gneE66-n,8.184857822641076,0.10200595785684684,40.54,0.56,1736.9865951108575,84561.2179943794,9.875293714689143,1.478777724269637,34.518950315037095,36.349641632834626
9201 - 9250,gneE32,3.7233120555713346,0.19424791233866606,14.84,0.18,793.2613432944061,21377.575073976474,4.109723292353728,0.4335346118095616,9.212415175971389,9.189605646576489
9201 - 9250,gneE33,11.588820317513687,0.12306395017987322,6.9,0.0,198.56796178150356,15819.70823773043,1.2721326558633756,0.25531197713797554,6.28211063345368,6.800217420862404
9201 - 9250,gneE34,9.989131236815968,0.10517811842270619,7.96,1.22,512.062922829882,23189.067177496956,2.8747389015612144,0.42894298966048444,9.587945883301733,9.968093199468225
9201 - 9250,gneE35,4.334338322731222,0.1986292189093922,15.26,2.46,759.4084968495497,20079.188196048955,3.925456666931441,0.41050086570167044,8.635283444269064,8.631477559498917
9201 - 9250,gneE36,10.773255968705582,0.13914468570760044,7.84,0.0,274.8863145607287,19485.711675810657,1.7067234232815809,0.32420460940556844,7.843439058978651,8.376082745402867
9201 - 9250,gneE37,9.823321873929238,0.12129415599305104,9.18,1.36,536.201215771046,24457.556214405242,3.0126147373223877,0.44345781911429627,10.060891064246169,10.5133778243771
9201 - 9250,gneE38,4.671978510393019,0.14773662582915104,11.22,0.18,511.2441724496005,15931.916348765639,2.698026741260955,0.30472954945652786,6.725429054004748,6.848635241851792
9201 - 9250,gneE39,11.338213637810446,0.09901147057649849,5.5,0.0,221.69981279139233,15178.127889206873,1.3638999282784356,0.2549798070233725,6.131183675200137,6.52443689169722
9201 - 9250,gneE40,5.951791915618251,0.17097290221105957,13.06,6.5,935.2062061805849,24570.488783052173,4.833537386547724,0.509607073505894,10.550299372518827,10.562161933594773
9201 - 9250,gneE41,4.6333448277203,0.20732767596074783,15.76,3.34,964.0529810426315,25872.10320690637,4.9943979768079165,0.5328468599487244,11.142252745357641,11.121671415319637
9201 - 9250,gneE42,10.722534927670358,0.13655774951511135,7.52,0.0,276.8655167078065,19632.52969861313,1.7189787497322992,0.3314022097112256,7.9317469611652145,8.439186200034378
9201 - 9250,gneE44,10.489974303413948,0.09394562136779236,7.04,0.9,416.1291089793547,19551.96904630984,2.3505911651485825,0.35761043432093537,8.056816967601106,8.404636395824877
9201 - 9250,gneE45,13.16556718524292,0.020168577247820577,1.06,0.0,50.1655458862438,3675.1288603305775,0.3155041249725747,0.06707295292605742,1.5136864947292457,1.5797722701449268
9201 - 9250,gneE45-n,13.334399999999992,0.0011765214361952189,0.04,0.04,6.591111111111112,104.98888888888888,0.03247777777777778,0.002638888888888889,0.04817777777777778,0.04513327343516022
9201 - 9250,gneE47,0.4776255467437211,0.21142102825479958,19.94,18.62,2794.375868116007,45447.85887376966,13.790499436967554,1.128580914867586,20.75632857049251,19.53737862183
9201 - 9250,gneE47-n,13.084181216682644,0.01810013393819365,1.72,0.0,52.819925606513536,4541.181378915158,0.3468209200691671,0.07656260980328473,1.8140628358259396,1.9520525299102738
9201 - 9250,gneE48,12.635203281560978,0.017115438414615533,1.66,0.0,54.51751778907802,4228.322947785529,0.346771335140281,0.06950561296773838,1.6890531087501852,1.817574697190732
9201 - 9250,gneE48-n,0.7599007036633965,0.0859909152042558,8.14,7.52,1220.398466046235,20549.076908579184,6.039545574299168,0.5048977282108735,9.349824551517951,8.833723010847677
9201 - 9250,gneE49,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9201 - 9250,gneE49-n,12.574876231126668,0.011947859272915645,0.62,0.04,17.52945674425873,1183.2155971954812,0.10708908248044724,0.01852181450670328,0.46283097571826387,0.5086173820771505
9201 - 9250,gneE51,3.425343522032822,0.01813659836323888,0.94,0.7,102.86289840783903,2064.209078256722,0.5169152534155882,0.04782469928263546,0.9192448532637283,0.8873584919979933
9201 - 9250,gneE52,10.15463556914015,0.06869229479375492,3.62,0.88,154.08721570449677,6761.810169057891,0.8598020535628426,0.12287057481647119,2.784773633520522,2.906650811316268
9201 - 9250,gneE53,13.889999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9201 - 9250,gneE53-n,11.409051606176211,0.04456885412493132,2.3,0.46,170.13186507606028,7592.93130095224,0.9521465785801894,0.1462492871108239,3.1896637561201002,3.263902492147801
9201 - 9250,gneE54,0.9785032977710645,0.053768199880998194,5.04,4.34,751.7676999392888,13143.072183917351,3.731638482439176,0.31904734159755727,5.971355552597393,5.649978357685402
9201 - 9250,gneE54-n,11.99658617193071,0.007081236530935655,0.6,0.34,65.48864127491801,1422.3568357005656,0.3315417068521704,0.032109784309201375,0.634716003076076,0.6114361760394583
9201 - 9250,gneE55,12.052179752304363,0.0070267348975541245,0.6,0.28,55.51322407003025,1283.55566977904,0.28287228920320767,0.02849713202075768,0.5703527628425689,0.5517665677665927
9201 - 9250,gneE55-n,5.988339261339636,0.052977181487890074,4.96,2.04,335.4115226015591,9591.218511388595,1.7476034030172583,0.18725330768860574,4.009636985662812,4.122990330851403
9201 - 9250,gneE56,13.355958403224323,0.02369354213219247,1.26,0.0,61.117991523042086,4655.864540332218,0.3869840092219155,0.08312587826010447,1.8997471960116659,2.0013474256370025
9201 - 9250,gneE56-n,12.671190369831535,0.027039626694669628,1.42,0.04,52.107666020631335,4018.085085339036,0.3308628621652956,0.0677949432066119,1.6062040882582571,1.7272010065823562
9201 - 9250,gneE57,5.3378103451910635,0.0790349354150578,4.14,1.74,270.4144450080291,8010.097431931845,1.4184816910065519,0.16377270218371107,3.4233380299562755,3.4432895793613447
9201 - 9250,gneE58,4.253450703931347,0.017810131627841924,0.94,0.58,89.44059749645419,2007.9681443154625,0.45444829454679286,0.044800367478983215,0.8843412831356662,0.863175151411228
9201 - 9250,gneE59,3.265795301661021,0.22497217541051204,11.8,8.06,1140.3387558161073,22845.52158357431,5.728941213423693,0.5263096545899966,10.157634666797934,9.8207976563356
9201 - 9250,gneE60,2.175860196129023,0.10980889948143996,5.76,4.3,645.206910357898,12080.535712114219,3.221355827333955,0.28391950726211523,5.409783320286415,5.193189404952278
9201 - 9250,gneE61,10.237837773782955,0.06095872876732397,3.08,1.6,447.4672694536115,10095.040277958817,2.274474536244595,0.2260718644594612,4.484282955179691,4.3395980801656036
9201 - 9250,gneE62,3.6644326854884826,0.17124936172677788,9.06,4.04,612.3053631747528,15020.671741603779,3.1403870968862577,0.3234473721576515,6.550658302980103,6.456978266106994
9201 - 9250,gneE63,12.700979968645443,0.0654349933334612,26.12,0.0,519.0784409373806,55990.14068444039,3.649916570458123,0.8053317629620262,21.28794677560687,24.067795942502325
9201 - 9250,gneE63-n,10.978034464578819,0.07864458716100108,31.1,0.76,1074.0247655955093,71988.96634874189,6.563029444603542,1.1693389348516279,28.601620937396504,30.945122458292794
9201 - 9250,gneE64,12.481494521696632,0.06001501331977053,24.04,0.0,503.5740497193889,51936.525118578116,3.4863751104131575,0.7545456642662408,19.830795592233436,22.325321566357676
9201 - 9250,gneE64-n,10.337625302061905,0.08059050083756375,31.96,0.7,1255.140331010326,74903.43664658019,7.453802210751641,1.2506947429785173,29.996597190736566,32.19799774364368
9201 - 9250,gneE65,12.406078160534355,0.07135010240391977,28.5,0.0,625.2325456516849,61591.67571129987,4.268275443041313,0.9223904098315464,23.74966572231057,26.475640260279487
